bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
31445,Subscriber,Male,17,2019-09-01T00:22:37Z,2019-09-01T00:42:34Z,40.6867443,-73.99063168,40.65708866668485,-74.00870203971863,3409,Bergen St & Smith St,11213,Bedford Stuyvesant Crown Heights,3478,2 Ave & 36 St - Citi Bike HQ at Industry City,11232,Sunset Park,97,62.9,6.61,95,41.1,7.32,Brooklyn,Brooklyn,2966,538
15462,Customer,Unknown,50,2019-09-01T00:22:57Z,2019-09-01T00:58:30Z,40.69474881,-73.98362464,40.70411791,-73.94818595,261,Johnson St & Gold St,11201,Downtown Heights Slope,3069,Lorimer St & Broadway,11221,Williamsburg Bushwick,64,50.8,7.44,96,61.8,7.5,Brooklyn,Brooklyn,1163,445
39669,Subscriber,Male,34,2019-09-01T00:23:29Z,2019-09-01T00:31:12Z,40.715353,-73.93856,40.71167351,-73.95141312,3766,Sharon St & Olive St,11211,Greenpoint,3082,Hope St & Union Ave,11211,Greenpoint,88,41.8,8.56,88,41.8,8.56,Brooklyn,Brooklyn,701,1126
33373,Subscriber,Male,29,2019-09-01T00:23:56Z,2019-09-01T00:29:18Z,40.6721683,-73.9609,40.6679411,-73.9588,3582,Lincoln Pl & Classon Ave,11238,Bedford Stuyvesant Crown Heights,3590,Carroll St & Franklin Ave,11225,East Flatbush Flatbush,70,62.9,6.61,88,58.9,6.31,Brooklyn,Brooklyn,383,283
35250,Customer,Male,25,2019-09-01T00:24:23Z,2019-09-01T00:39:54Z,40.67890679,-73.94142771,40.698568,-73.918877,3041,Kingston Ave & Herkimer St,11225,East Flatbush Flatbush,3781,Greene Av & Myrtle Av,11237,Williamsburg Bushwick,88,58.9,6.31,98,61.8,7.5,Brooklyn,Brooklyn,772,878
39870,Subscriber,Male,32,2019-09-01T00:24:28Z,2019-09-01T00:34:10Z,40.6851532,-73.94111,40.680342423,-73.9557689392,3050,Putnam Ave & Throop Ave,11221,Williamsburg Bushwick,396,Lefferts Pl & Franklin Ave,11216,Bedford Stuyvesant Crown Heights,96,61.8,7.5,83,62.9,6.61,Brooklyn,Brooklyn,714,515
32083,Subscriber,Male,33,2019-09-01T00:24:46Z,2019-09-01T00:39:03Z,40.6792788,-73.98154004,40.6765198,-73.9596082,3419,Douglass St & 4 Ave,11217,Downtown Heights Slope,3562,Classon Ave & St Marks Ave,11238,Bedford Stuyvesant Crown Heights,74,50.8,7.44,70,62.9,6.61,Brooklyn,Brooklyn,1053,901
38612,Subscriber,Male,41,2019-09-01T00:25:40Z,2019-09-01T00:39:52Z,40.677236,-74.015665,40.6859296,-74.00242364,3348,Coffey St & Conover St,11231,Downtown Heights Slope,3422,Columbia St & Degraw St,11231,Downtown Heights Slope,84,50.8,7.44,84,50.8,7.44,Brooklyn,Brooklyn,685,943
35005,Subscriber,Male,26,2019-09-01T00:26:02Z,2019-09-01T00:41:06Z,40.6933982,-73.939877,40.672695,-73.954131,3059,Pulaski St & Marcus Garvey Blvd,11206,Williamsburg Bushwick,3579,Sterling Pl & Bedford Ave,11233,Bedford Stuyvesant Crown Heights,100,61.8,7.5,97,62.9,6.61,Brooklyn,Brooklyn,491,970
38988,Subscriber,Male,29,2019-09-01T00:26:57Z,2019-09-01T00:58:48Z,40.7027,-73.92095,40.74708586,-73.94977234,3778,Irving Ave & DeKalb Ave,11237,Williamsburg Bushwick,3125,45 Rd & 11 St,11101,Long Island City Astoria,98,61.8,7.5,85,56.4,7.99,Queens,Brooklyn,431,317
