bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
38607,Subscriber,Male,31,2019-09-01T00:04:25Z,2019-09-01T00:11:13Z,40.71559509,-73.9870295,40.718822,-73.99596,350,Clinton St & Grand St,10002,"Union Square, Lower Manhattan",3435,Grand St & Elizabeth St,10013,Chelsea Village,97,40.5,8.67,69,38.1,10.02,Manhattan,Manhattan,3998,8447
35247,Subscriber,Male,31,2019-09-01T00:04:25Z,2019-09-01T00:26:18Z,40.7734066,-73.97782542,40.7949879,-73.9333349,3163,Central Park West & W 68 St,10023,Upper West Side,3497,Pleasant Ave & E 116 St,10035,East Harlem,43,43.4,7.38,100,70.1,7.11,Manhattan,Manhattan,5416,1582
34094,Subscriber,Male,38,2019-09-01T00:04:25Z,2019-09-01T00:12:20Z,40.74345335,-74.00004031,40.735238,-74.000271,470,W 20 St & 8 Ave,10011,Chelsea Village,383,Greenwich Ave & Charles St,10014,Chelsea Village,51,38.1,10.02,37,38.1,10.02,Manhattan,Manhattan,4051,4410
30587,Subscriber,Male,34,2019-09-01T00:04:35Z,2019-09-01T00:17:38Z,40.77896784,-73.97374737,40.78948541553215,-73.95242929458618,3160,Central Park West & W 76 St,10024,Upper West Side,3345,Madison Ave & E 99 St,10037,Central Harlem Morningside Heights,41,43.4,7.38,97,68.7,7,Manhattan,Manhattan,3178,962
35120,Customer,Female,41,2019-09-01T00:04:37Z,2019-09-01T00:35:49Z,40.76019252,-73.9912551,40.73652889,-74.00618026,479,9 Ave & W 45 St,10019,Chelsea Village,346,Bank St & Hudson St,10014,Chelsea Village,63,38.1,10.02,37,38.1,10.02,Manhattan,Manhattan,5799,3612
27442,Subscriber,Male,22,2019-09-01T00:05:01Z,2019-09-01T00:10:30Z,40.7172274,-73.98802084,40.72453734,-73.98185424,311,Norfolk St & Broome St,10002,"Union Square, Lower Manhattan",317,E 6 St & Avenue B,10009,"Union Square, Lower Manhattan",97,40.5,8.67,88,40.5,8.67,Manhattan,Manhattan,3406,5152
25273,Customer,Male,25,2019-09-01T00:05:08Z,2019-09-01T00:24:33Z,40.71413311,-73.95234386,40.71893904,-73.99266288,3087,Metropolitan Ave & Meeker Ave,11211,Greenpoint,531,Forsyth St & Broome St,10002,"Union Square, Lower Manhattan",88,41.8,8.56,97,40.5,8.67,Manhattan,Brooklyn,180,5557
16046,Customer,Unknown,50,2019-09-01T00:05:10Z,2019-09-01T00:17:29Z,40.75929124,-73.98859651,40.751551,-73.993934,2021,W 45 St & 8 Ave,10036,Chelsea Village,490,8 Ave & W 33 St,10001,Chelsea Village,69,38.1,10.02,70,38.1,10.02,Manhattan,Manhattan,4397,9001
31414,Customer,Female,23,2019-09-01T00:05:24Z,2019-09-01T00:41:04Z,40.72019576,-73.98997825,40.71926081,-73.98178024,401,Allen St & Rivington St,10002,"Union Square, Lower Manhattan",400,Pitt St & Stanton St,10009,"Union Square, Lower Manhattan",97,40.5,8.67,88,40.5,8.67,Manhattan,Manhattan,4669,796
16034,Subscriber,Male,27,2019-09-01T00:05:26Z,2019-09-01T00:40:55Z,40.73535398,-74.00483091,40.7785669,-73.97754961,247,Perry St & Bleecker St,10014,Chelsea Village,3172,W 74 St & Columbus Ave,10023,Upper West Side,37,38.1,10.02,43,43.4,7.38,Manhattan,Manhattan,3805,1485
